exit_time,direction,level,profit_level,exit_reason,notional,entry_capital,peak_loss_ratio,pnl_usdt,capital,drawdown
2024-12-13 00:00:00+00:00,long,1,0,TP1,222.75768703556412,8910.307481422564,0.000473,2.8371,8913.1445,0.353718
2024-12-13 11:00:00+00:00,long,2,2,TP2,222.75768703556412,8910.307481422564,0.001421,18.882,8932.0265,0.352349
2025-01-04 07:00:00+00:00,long,10,7,TP,222.75768703556412,8910.307481422564,0.094316,268.6095,9200.636,0.332872
2025-01-08 23:00:00+00:00,long,7,1,TP1,230.01590070976377,9200.63602839055,0.014726,14.7356,9215.3716,0.331804
2025-01-10 06:00:00+00:00,long,7,1,TP2,230.01590070976377,9200.63602839055,0.014726,28.5684,9243.9399,0.329732
2025-01-10 17:00:00+00:00,long,7,1,TP,230.01590070976377,9200.63602839055,0.014726,56.234,9300.1739,0.325655
2025-01-13 00:00:00+00:00,long,0,0,TP1,232.50434796585034,9300.173918634013,0.0,1.4725,9301.6464,0.325548
2025-01-13 22:00:00+00:00,long,5,1,TP2,232.50434796585034,9300.173918634013,0.005369,30.9856,9332.632,0.323301
2025-01-16 19:00:00+00:00,long,10,8,TP,232.50434796585034,9300.173918634013,0.005698,284.1432,9616.7752,0.302698
2025-01-18 15:00:00+00:00,long,1,0,TP1,240.41938110239514,9616.775244095805,0.00034,3.062,9619.8372,0.302476
2025-01-18 17:00:00+00:00,long,1,0,TP2,240.41938110239514,9616.775244095805,0.00034,6.2679,9626.1052,0.302022
2025-01-18 19:00:00+00:00,long,1,0,TP,240.41938110239514,9616.775244095805,0.00034,12.6798,9638.7849,0.301102
2025-01-21 22:00:00+00:00,short,0,0,TP1,240.96962256145082,9638.784902458032,7.8e-05,1.5261,9640.311,0.300992
2025-01-22 01:00:00+00:00,short,0,0,TP2,240.96962256145082,9638.784902458032,7.8e-05,3.1326,9643.4436,0.300765
2025-01-26 21:00:00+00:00,short,3,10,TP,240.96962256145082,9638.784902458032,0.000603,249.3354,9892.779,0.282686
